,name,city,country,iata,icao,lat,lon,altitude,timezone,dst,tz_database_time,type,source,evcent,pagerank,degree_centrality,closeness,betweenness
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.0816898345900015,145.391998291,5282,10,U,Pacific/Port_Moresby,airport,OurAirports,5.473929397866374e-05,0.00022889429853588603,0.002336448598130841,0.22053325273118396,0.0
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10,U,Pacific/Port_Moresby,airport,OurAirports,5.708346540606338e-05,0.0003796996758737487,0.0040887850467289715,0.22057719824816793,6.256922431453708e-07
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10,U,Pacific/Port_Moresby,airport,OurAirports,5.8569671131521655e-05,0.0004779788931485474,0.004964953271028037,0.22060650499077714,1.5926711643700348e-06
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports,5.938489784643969e-05,0.0004942828084770946,0.005257009345794392,0.22062116128263143,2.047720068475759e-06
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.443380355834961,147.22000122070312,146,10,U,Pacific/Port_Moresby,airport,OurAirports,0.0036167937225007017,0.0016725229215162239,0.020151869158878503,0.2840709768713574,0.01600876152487159
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.5838301181800003,143.66900634799998,19,10,U,Pacific/Port_Moresby,airport,OurAirports,5.4659019408796564e-05,0.0002334409029770757,0.002336448598130841,0.22053325273118396,5.6881113013215525e-08
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,-3,E,America/Godthab,airport,OurAirports,3.171657687914259e-05,0.00037120834902929786,0.0029205607476635513,0.2095267663339118,0.0066096438172543025
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.678100585900005,283,-3,E,America/Godthab,airport,OurAirports,0.0005971674987548153,0.0006146483889364692,0.005257009345794392,0.24177573495640103,0.009430247775373284
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,-3,E,America/Godthab,airport,OurAirports,0.00159040004334285,0.0005181747888851004,0.004672897196261682,0.2614795054823754,0.018851200021540487
10,Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.70320129390001,251,-4,E,America/Thule,airport,OurAirports,9.619494167583723e-11,0.0003013721075625665,0.0011682242990654205,0.12814655088470203,0.0005756653042502478
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210939,-18.07270050048828,6,0,N,Atlantic/Reykjavik,airport,OurAirports,1.310892146750242e-07,0.00013532062760020783,0.0005841121495327102,0.16228264280047736,0.0
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330230712889,-14.401399612426758,76,0,N,Atlantic/Reykjavik,airport,OurAirports,1.310892146750242e-07,0.00013532062760020783,0.0005841121495327102,0.16228264280047736,0.0
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,,
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,,
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.13529968261719,8,0,N,Atlantic/Reykjavik,airport,OurAirports,1.310892146750242e-07,0.00013532062760020783,0.0005841121495327102,0.16228264280047736,0.0
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357055998,171,0,N,Atlantic/Reykjavik,airport,OurAirports,0.03960682637317298,0.0005930574554902119,0.019275700934579438,0.3173537576095344,0.011008712942874187
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,,
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0,N,Atlantic/Reykjavik,airport,OurAirports,9.082503838769783e-06,0.0005116627505743376,0.0029205607476635513,0.1942891247148472,0.0017264839827336243
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,,
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.27890014648437,326,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,,
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5,A,America/Toronto,airport,OurAirports,0.0014008136661297357,0.00017685736270429348,0.002336448598130841,0.27086376179658794,7.756134165041386e-07
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,YAV,CYAV,50.0564002991,-97.0325012207,760,-6,A,America/Winnipeg,airport,OurAirports,,,,,
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,YAW,CYAW,44.639701843299996,-63.4994010925,144,-4,A,America/Halifax,airport,OurAirports,,,,,
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.391899108900006,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,OurAirports,0.00010300299835928172,0.0001726636444351329,0.0017523364485981306,0.22510776298984328,0.0001641033184008141
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.77558300000001,80,-8,A,America/Vancouver,airport,OurAirports,,,,,
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports,,,,,
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5,A,America/Toronto,airport,OurAirports,0.001089723009047807,0.00015744565784656556,0.002336448598130841,0.2521097570320504,1.328655126092717e-07
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5,A,America/Toronto,airport,OurAirports,0.0009506977777134194,0.00017770716662865687,0.002336448598130841,0.2522246483082309,1.8860417344503726e-05
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6,A,America/Winnipeg,airport,OurAirports,1.8741990320425152e-06,0.00020054910711762546,0.0020443925233644858,0.18364152627474248,1.422027825330388e-07
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080184936523,-125.27100372314452,346,-8,A,America/Vancouver,airport,OurAirports,0.0005658653639889218,0.0001757808575732183,0.0017523364485981306,0.2533020381103103,0.0005774102176545298
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,0.00044293981743806244,6.734942213697018e-05,0.0005841121495327102,0.24507673207573197,0.0
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.13800048799999,90,-7,A,America/Edmonton,airport,OurAirports,1.4492295506574684e-05,0.00029242692263009844,0.002336448598130841,0.19859994734921166,4.550489041057242e-07
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.054970224899996,-123.869862556,92,-8,A,America/Vancouver,airport,OurAirports,0.0009905282501337723,9.136631677995262e-05,0.0011682242990654205,0.2546032139558513,0.0
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.296398162799996,-117.63200378399999,1624,-8,A,America/Vancouver,airport,OurAirports,0.0009905282501337723,9.136631677995262e-05,0.0011682242990654205,0.2546032139558513,0.0
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,,,,,
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990798999999996,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,0.0002466523762833933,0.00010153483441880884,0.0011682242990654205,0.23183396534670261,1.741909460169127e-07
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.81670379639999,-115.14399719200001,74,-7,A,America/Edmonton,airport,OurAirports,1.4088346704134689e-05,0.00024269977742844926,0.0017523364485981306,0.19864746782473938,0.0008619052852110017
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7,A,America/Edmonton,airport,OurAirports,,,,,
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.93900299100001,32,-8,A,America/Vancouver,airport,OurAirports,,,,,
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5,A,America/Toronto,airport,OurAirports,3.7276081367620107e-06,0.00020052973652989368,0.0011682242990654205,0.18969437447881687,0.0002876620087860842
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5,A,America/Coral_Harbour,airport,OurAirports,1.928406363711523e-06,0.0002720194997685271,0.002336448598130841,0.18366183947935225,4.455640003960923e-06
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.12800598144528,1215,-8,A,America/Vancouver,airport,OurAirports,,,,,
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8,A,America/Vancouver,airport,OurAirports,,,,,
44,Princeton Airport,Princeton,Canada,YDC,CYDC,49.468101501499994,-120.51100158700001,2298,-8,A,America/Vancouver,airport,OurAirports,,,,,
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,OurAirports,0.0016168473349327899,0.00021598085102254833,0.002628504672897196,0.2710185031931909,0.0005437890122887261
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8,A,America/Vancouver,airport,OurAirports,,,,,
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956054688,-100.052001953125,999,-6,A,America/Winnipeg,airport,OurAirports,,,,,
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,-7,A,America/Dawson_Creek,airport,OurAirports,0.0005481951981276028,0.00011302728684910628,0.0011682242990654205,0.25324408751820093,0.00012322750075010683
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.309700012200004,-113.580001831,2373,-7,A,America/Edmonton,airport,OurAirports,0.0173910605644848,0.0010102885301585321,0.021904205607476634,0.313045788049224,0.006303419670385659
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6,A,America/Winnipeg,airport,OurAirports,3.4385664873257846e-06,0.00022914322983972593,0.0017523364485981306,0.1836516823153505,1.1376222602643105e-07
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.210300445600005,-102.96600341799999,1905,-6,N,America/Regina,airport,OurAirports,,,,,
52,Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.46499633799999,3043,-7,A,America/Edmonton,airport,OurAirports,,,,,
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6,A,America/Winnipeg,airport,OurAirports,,,,,
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7,A,America/Edmonton,airport,OurAirports,2.0668682329464605e-07,0.000719518391030599,0.0040887850467289715,0.16546037466996352,0.002014629480980321
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756401061999995,-68.5558013916,110,-5,A,America/Toronto,airport,OurAirports,0.00025806552149485395,0.0007709825247498373,0.005841121495327103,0.23490059557375456,0.006384037887455106
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,-4,A,America/Halifax,airport,OurAirports,0.0026709441484383976,0.00012724795133052806,0.002336448598130841,0.2740830075624107,0.0
57,Forestville Airport,Forestville,Canada,\N,CYFE,48.74610137939453,-69.09719848632811,293,-5,A,America/Toronto,airport,OurAirports,,,,,
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654295,997,-6,A,America/Winnipeg,airport,OurAirports,0.00010990207395718673,0.0001893740716556407,0.0017523364485981306,0.22428675669499987,0.0
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7,A,America/Edmonton,airport,OurAirports,,,,,
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171876,555,-7,A,America/Edmonton,airport,OurAirports,1.3876084271235824e-05,9.710087036570587e-05,0.0005841121495327102,0.19854057871733638,0.0
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5,A,America/Toronto,airport,OurAirports,0.0012820136083883204,6.171391435809436e-05,0.0005841121495327102,0.27024655921436913,0.0
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136108398,-77.7042007446289,639,-5,A,America/Toronto,airport,OurAirports,0.0009301085739452608,0.0001778944954560358,0.0017523364485981306,0.25203322097952097,0.0010412630130755415
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.775299072299994,-64.4785995483,112,-5,A,America/Toronto,airport,OurAirports,0.0001438329848801169,0.00011999625857242032,0.0011682242990654205,0.22935214584060834,0.0
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5,A,America/Toronto,airport,OurAirports,,,,,
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5,A,America/Toronto,airport,OurAirports,0.000146337186428423,0.00017474760207195403,0.0017523364485981306,0.2295423874767518,1.4060573620278692e-05
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.31099700899999,1175,-6,N,America/Regina,airport,OurAirports,,,,,
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.83169937133789,-92.74420166015624,1354,-6,A,America/Winnipeg,airport,OurAirports,3.4305776091425754e-06,0.00023243639376518111,0.0020443925233644858,0.18334748893695715,4.732508602699532e-06
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7,A,America/Edmonton,airport,OurAirports,2.0651671826654942e-07,0.0002935761367184231,0.0017523364485981306,0.16542740458434632,0.0002885436660377891
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,-7,A,America/Edmonton,airport,OurAirports,1.4291746892073468e-05,0.00022263274971852544,0.0017523364485981306,0.19856432191019902,0.0
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599243199995,-79.93499755859999,780,-5,A,America/Toronto,airport,OurAirports,0.0009929429775835154,0.00013765619201249396,0.002336448598130841,0.24728495938835118,1.169467822114308e-06
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5,A,America/Toronto,airport,OurAirports,0.00018493249907161285,0.0001941328682694948,0.002336448598130841,0.22993973962236314,5.942192584709806e-06
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7,A,America/Edmonton,airport,OurAirports,0.000268862276923911,0.0001659251609781829,0.0017523364485981306,0.23806650796660464,0.0
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798339799995,-63.508598327600005,477,-4,A,America/Halifax,airport,OurAirports,0.015967858320258824,0.0008200284050922643,0.017815420560747662,0.3026328004762753,0.0044666042355310295
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5,A,America/Coral_Harbour,airport,OurAirports,,,,,
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5,A,America/Toronto,airport,OurAirports,1.0844362425526411e-07,0.00020829395374109794,0.0011682242990654205,0.15908736799972062,8.532166951982329e-08
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5,A,America/Toronto,airport,OurAirports,,,,,
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,OurAirports,9.749735213924825e-05,6.94061547188985e-05,0.0005841121495327102,0.22478776955433347,0.0
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.702201843299996,-120.444000244,1133,-8,A,America/Vancouver,airport,OurAirports,0.0010064683399699829,0.00012431375143788474,0.0017523364485981306,0.2546422605341744,0.0
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5,A,America/Toronto,airport,OurAirports,0.0017448773847035626,8.501586687504805e-05,0.0011682242990654205,0.2705548085079166,0.0
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530166625977,-66.8052978515625,1709,-5,A,America/Toronto,airport,OurAirports,0.00018720711334949458,0.00019539462258023492,0.002336448598130841,0.2305623633705595,2.4333542116899706e-05
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6,N,America/Regina,airport,OurAirports,,,,,
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5,A,America/Toronto,airport,OurAirports,,,,,
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5,A,America/Toronto,airport,OurAirports,,,,,
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136108398,-108.52300262451172,1576,-6,N,America/Regina,airport,OurAirports,,,,,
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920028686523,-110.072998046875,2193,-7,A,America/Edmonton,airport,OurAirports,0.00044293981743806244,6.734942213697018e-05,0.0005841121495327102,0.24507673207573197,0.0
86,Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.280601501499994,100,-5,A,America/Toronto,airport,OurAirports,,,,,
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8,A,America/Vancouver,airport,OurAirports,0.004411912240638846,0.0003310549986746376,0.006425233644859813,0.2864972581853307,0.0001380776430277432
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.86799621582028,1653,-8,A,America/Vancouver,airport,OurAirports,,,,,
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,-6,N,America/Regina,airport,OurAirports,,,,,
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301238999994,-111.22200012200001,1211,-7,A,America/Edmonton,airport,OurAirports,0.003239521329291407,0.00023832108585658047,0.0040887850467289715,0.281470564470772,0.0005841704218810022
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.291099548339844,-80.60780334472656,30,-5,A,America/Toronto,airport,OurAirports,2.0634542111970002e-05,0.00025463316911716454,0.0017523364485981306,0.21304867643716996,0.0023179146206553577
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.272800445600005,-75.9906005859,656,-5,A,America/Toronto,airport,OurAirports,,,,,
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.67950057979999,-74.0386962891,270,-5,A,America/Toronto,airport,OurAirports,,,,,
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999862670898,-61.78919982910156,39,-5,A,America/Toronto,airport,OurAirports,1.6268962988557837e-05,0.00027968404417182737,0.002336448598130841,0.20111371848511192,0.0008596636586254928
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5,A,America/Toronto,airport,OurAirports,,,,,
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5,A,America/Toronto,airport,OurAirports,,,,,
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,824,-8,A,America/Vancouver,airport,OurAirports,,,,,
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499877929688,-110.27899932861328,1775,-7,A,America/Edmonton,airport,OurAirports,,,,,
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,-7,A,America/Edmonton,airport,OurAirports,0.00025477230740600197,0.00011624372869490298,0.0011682242990654205,0.23757259404966147,0.0
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5,A,America/Toronto,airport,OurAirports,0.016799162646257,0.0006574007863597342,0.015186915887850466,0.306657098497199,0.009318212532880227
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199066199996,-105.672996521,1405,-6,N,America/Regina,airport,OurAirports,,,,,
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.22689819335938,-117.4469985961914,1873,-7,A,America/Edmonton,airport,OurAirports,,,,,
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.27381700000001,885,-6,A,America/Winnipeg,airport,OurAirports,,,,,
104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,11,-8,A,America/Vancouver,airport,OurAirports,,,,,
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,-5,A,America/Coral_Harbour,airport,OurAirports,3.14321726729669e-07,0.00012691451697379895,0.0005841121495327102,0.17520258096582084,0.00028778999129036397
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.28859710693361,167,-5,A,America/Toronto,airport,OurAirports,1.625505268626139e-05,0.00014757041241927402,0.0011682242990654205,0.20100415953187872,0.0
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5,A,America/Toronto,airport,OurAirports,,,,,
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8,A,America/Vancouver,airport,OurAirports,0.0005475884326957098,6.822894574624736e-05,0.0005841121495327102,0.2532054685189606,0.0
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7,A,America/Edmonton,airport,OurAirports,5.066603795112415e-05,0.00011936901433858463,0.0011682242990654205,0.21935330732717934,1.194503373277526e-07
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5,A,America/Toronto,airport,OurAirports,,,,,
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,0.009816947559515213,0.0005541984499854019,0.010514018691588784,0.2989009648628414,0.003196752731582123
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.8939971923828,2968,-7,A,America/Edmonton,airport,OurAirports,0.000553412160404273,0.00012189179456777486,0.0017523364485981306,0.24513100462288093,6.256922431453707e-08
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5,A,America/Toronto,airport,OurAirports,0.0018015237099390105,0.0001112246487035506,0.0017523364485981306,0.27148379002830025,8.586190600252618e-07
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,-8,A,America/Vancouver,airport,OurAirports,,,,,
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956054688,-94.36309814453124,1332,-6,A,America/Winnipeg,airport,OurAirports,0.00010704808584682666,0.00021874394419192249,0.0017523364485981306,0.224514212671636,0.00016091975477732032
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.80000305200001,3048,-7,A,America/Edmonton,airport,OurAirports,0.00044293981743806244,6.734942213697018e-05,0.0005841121495327102,0.24507673207573197,0.0
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4,A,America/Halifax,airport,OurAirports,0.004736848944882624,0.0001879350546906231,0.0040887850467289715,0.2790579596324511,2.3199515900340164e-05
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8,A,America/Vancouver,airport,OurAirports,0.0012497914627908548,0.00016334583490414966,0.002336448598130841,0.25581925272522676,7.008260633668585e-06
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6,N,America/Regina,airport,OurAirports,0.006074654640300088,0.0002397045446544654,0.005257009345794392,0.28595450956911805,0.0
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5,A,America/Toronto,airport,OurAirports,0.0015072736799442896,0.0006164728605351761,0.005841121495327103,0.2718393680113104,0.01115430693892636
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7,A,America/Edmonton,airport,OurAirports,0.000694033238718417,8.99456120192857e-05,0.0011682242990654205,0.24614852269113988,0.0
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6,N,America/Regina,airport,OurAirports,,,,,
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6,N,America/Regina,airport,OurAirports,,,,,
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,OurAirports,0.00033342612673012775,0.00013946083398910352,0.0017523364485981306,0.23178542050856205,0.0
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1613998413,-60.047798156700004,203,-4,A,America/Halifax,airport,OurAirports,0.0015125363402208995,8.660086223569543e-05,0.0011682242990654205,0.2706209534370604,0.0
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623048,1789,-8,A,America/Vancouver,airport,OurAirports,0.0005556101321656428,0.0001186957637857392,0.0011682242990654205,0.2532247765461467,0.0
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690368649999,-94.9693984985,215,-6,A,America/Winnipeg,airport,OurAirports,5.382740193360511e-08,0.0002804090484397984,0.0011682242990654205,0.1590949896817021,0.0005756653042502478
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048217773,-69.58470153808594,427,-5,A,America/Toronto,airport,OurAirports,,,,,
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5,A,America/Toronto,airport,OurAirports,,,,,
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7,A,America/Edmonton,airport,OurAirports,,,,,
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.811401367200006,-92.1157989502,94,-6,A,America/Winnipeg,airport,OurAirports,0.00012603653998665172,0.0006100272724074633,0.006133177570093458,0.22568912054004134,0.0032705364646005517
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5,A,America/Toronto,airport,OurAirports,0.0014178424665808843,0.00021420301662448285,0.0032126168224299065,0.27057685322465314,5.692985636496621e-06
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5,A,America/Toronto,airport,OurAirports,,,,,
